county_name,state,year,fips,merge_key,drug_deaths,drug_quantity,population,death_rate,ship_rate
"AUTAUGA COUNTY, AL",AL,2003.0,01001 ,010012003,,,54571.0,,
"AUTAUGA COUNTY, AL",AL,2004.0,01001 ,010012004,,,54571.0,,
"AUTAUGA COUNTY, AL",AL,2005.0,01001 ,010012005,,,54571.0,,
"AUTAUGA COUNTY, AL",AL,2006.0,01001 ,010012006,,20569.0,54571.0,,37692.18082864525
"AUTAUGA COUNTY, AL",AL,2007.0,01001 ,010012007,,12550.0,54571.0,,22997.56280808488
"AUTAUGA COUNTY, AL",AL,2008.0,01001 ,010012008,,13624.0,54571.0,,24965.64109142218
"AUTAUGA COUNTY, AL",AL,2009.0,01001 ,010012009,,28583.0,54571.0,,52377.63647358488
"AUTAUGA COUNTY, AL",AL,2010.0,01001 ,010012010,,30259.0,54571.0,,55448.86478166059
"AUTAUGA COUNTY, AL",AL,2011.0,01001 ,010012011,,29432.0,54571.0,,53933.40785398838
"AUTAUGA COUNTY, AL",AL,2012.0,01001 ,010012012,,30257.0,54571.0,,55445.19983141228
"AUTAUGA COUNTY, AL",AL,2013.0,01001 ,010012013,,,54571.0,,
"AUTAUGA COUNTY, AL",AL,2014.0,01001 ,010012014,,,54571.0,,
"AUTAUGA COUNTY, AL",AL,2015.0,01001 ,010012015,,,54571.0,,
"BALDWIN COUNTY, AL",AL,2003.0,01003 ,010032003,10.0,,182265.0,5.486516884755713,
"BALDWIN COUNTY, AL",AL,2004.0,01003 ,010032004,18.0,,182265.0,9.875730392560282,
"BALDWIN COUNTY, AL",AL,2005.0,01003 ,010032005,14.0,,182265.0,7.681123638657998,
"BALDWIN COUNTY, AL",AL,2006.0,01003 ,010032006,11.0,36482.0,182265.0,6.035168573231284,20015.91089896579
"BALDWIN COUNTY, AL",AL,2007.0,01003 ,010032007,24.0,43172.0,182265.0,13.167640523413711,23686.39069486736
"BALDWIN COUNTY, AL",AL,2008.0,01003 ,010032008,19.0,48364.0,182265.0,10.424382081035855,26534.99026143253
"BALDWIN COUNTY, AL",AL,2009.0,01003 ,010032009,29.0,58442.0,182265.0,15.910898965791569,32064.301977889336
"BALDWIN COUNTY, AL",AL,2010.0,01003 ,010032010,24.0,68091.0,182265.0,13.167640523413711,37358.24211999013
"BALDWIN COUNTY, AL",AL,2011.0,01003 ,010032011,23.0,92472.0,182265.0,12.618988834938138,50734.918936713024
"BALDWIN COUNTY, AL",AL,2012.0,01003 ,010032012,24.0,229774.0,182265.0,13.167640523413711,126065.8930677859
"BALDWIN COUNTY, AL",AL,2013.0,01003 ,010032013,20.0,,182265.0,10.973033769511426,
"BALDWIN COUNTY, AL",AL,2014.0,01003 ,010032014,32.0,,182265.0,17.556854031218283,
"BALDWIN COUNTY, AL",AL,2015.0,01003 ,010032015,40.0,,182265.0,21.946067539022852,
"BARBOUR COUNTY, AL",AL,2003.0,01005 ,010052003,,,27457.0,,
"BARBOUR COUNTY, AL",AL,2004.0,01005 ,010052004,,,27457.0,,
"BARBOUR COUNTY, AL",AL,2005.0,01005 ,010052005,,,27457.0,,
"BARBOUR COUNTY, AL",AL,2006.0,01005 ,010052006,,4234.0,27457.0,,15420.475652838986
"BARBOUR COUNTY, AL",AL,2007.0,01005 ,010052007,,4617.0,27457.0,,16815.384055067923
"BARBOUR COUNTY, AL",AL,2008.0,01005 ,010052008,,4883.0,27457.0,,17784.17161379612
"BARBOUR COUNTY, AL",AL,2009.0,01005 ,010052009,,5639.0,27457.0,,20537.567833339403
"BARBOUR COUNTY, AL",AL,2010.0,01005 ,010052010,,6676.0,27457.0,,24314.382488982774
"BARBOUR COUNTY, AL",AL,2011.0,01005 ,010052011,,6924.0,27457.0,,25217.612994864696
"BARBOUR COUNTY, AL",AL,2012.0,01005 ,010052012,,7936.0,27457.0,,28903.376188221584
"BARBOUR COUNTY, AL",AL,2013.0,01005 ,010052013,,,27457.0,,
"BARBOUR COUNTY, AL",AL,2014.0,01005 ,010052014,,,27457.0,,
"BARBOUR COUNTY, AL",AL,2015.0,01005 ,010052015,,,27457.0,,
"BIBB COUNTY, AL",AL,2003.0,01007 ,010072003,,,22915.0,,
"BIBB COUNTY, AL",AL,2004.0,01007 ,010072004,,,22915.0,,
"BIBB COUNTY, AL",AL,2005.0,01007 ,010072005,,,22915.0,,
"BIBB COUNTY, AL",AL,2006.0,01007 ,010072006,,2863.0,22915.0,,12493.999563604626
"BIBB COUNTY, AL",AL,2007.0,01007 ,010072007,,3380.0,22915.0,,14750.16364826533
"BIBB COUNTY, AL",AL,2008.0,01007 ,010072008,,4039.0,22915.0,,17626.009164302857
"BIBB COUNTY, AL",AL,2009.0,01007 ,010072009,,4062.0,22915.0,,17726.380100370938
"BIBB COUNTY, AL",AL,2010.0,01007 ,010072010,,4016.0,22915.0,,17525.63822823478
"BIBB COUNTY, AL",AL,2011.0,01007 ,010072011,,4985.0,22915.0,,21754.309404320316
"BIBB COUNTY, AL",AL,2012.0,01007 ,010072012,,5738.0,22915.0,,25040.366572114337
"BIBB COUNTY, AL",AL,2013.0,01007 ,010072013,,,22915.0,,
"BIBB COUNTY, AL",AL,2014.0,01007 ,010072014,,,22915.0,,
"BIBB COUNTY, AL",AL,2015.0,01007 ,010072015,,,22915.0,,
"BLOUNT COUNTY, AL",AL,2003.0,01009 ,010092003,,,57322.0,,
"BLOUNT COUNTY, AL",AL,2004.0,01009 ,010092004,,,57322.0,,
"BLOUNT COUNTY, AL",AL,2005.0,01009 ,010092005,,,57322.0,,
"BLOUNT COUNTY, AL",AL,2006.0,01009 ,010092006,,5247.0,57322.0,,9153.553609434422
"BLOUNT COUNTY, AL",AL,2007.0,01009 ,010092007,,5509.0,57322.0,,9610.62070409267
"BLOUNT COUNTY, AL",AL,2008.0,01009 ,010092008,15.0,6138.0,57322.0,26.16796343463243,10707.930637451589
"BLOUNT COUNTY, AL",AL,2009.0,01009 ,010092009,,7191.0,57322.0,,12544.921670562786
"BLOUNT COUNTY, AL",AL,2010.0,01009 ,010092010,,7447.0,57322.0,,12991.521579847178
"BLOUNT COUNTY, AL",AL,2011.0,01009 ,010092011,,9748.0,57322.0,,17005.687170719793
"BLOUNT COUNTY, AL",AL,2012.0,01009 ,010092012,15.0,11101.0,57322.0,26.16796343463243,19366.03747252364
"BLOUNT COUNTY, AL",AL,2013.0,01009 ,010092013,10.0,,57322.0,17.44530895642162,
"BLOUNT COUNTY, AL",AL,2014.0,01009 ,010092014,11.0,,57322.0,19.18983985206378,
"BLOUNT COUNTY, AL",AL,2015.0,01009 ,010092015,11.0,,57322.0,19.18983985206378,
"BULLOCK COUNTY, AL",AL,2003.0,01011 ,010112003,,,10914.0,,
"BULLOCK COUNTY, AL",AL,2004.0,01011 ,010112004,,,10914.0,,
"BULLOCK COUNTY, AL",AL,2005.0,01011 ,010112005,,,10914.0,,
"BULLOCK COUNTY, AL",AL,2006.0,01011 ,010112006,,668.0,10914.0,,6120.5790727505955
"BULLOCK COUNTY, AL",AL,2007.0,01011 ,010112007,,752.0,10914.0,,6890.232728605461
"BULLOCK COUNTY, AL",AL,2008.0,01011 ,010112008,,877.0,10914.0,,8035.550668865678
"BULLOCK COUNTY, AL",AL,2009.0,01011 ,010112009,,1218.0,10914.0,,11159.978009895547
"BULLOCK COUNTY, AL",AL,2010.0,01011 ,010112010,,1278.0,10914.0,,11709.73062122045
"BULLOCK COUNTY, AL",AL,2011.0,01011 ,010112011,,1477.0,10914.0,,13533.076782114715
"BULLOCK COUNTY, AL",AL,2012.0,01011 ,010112012,,1748.0,10914.0,,16016.126076598863
"BULLOCK COUNTY, AL",AL,2013.0,01011 ,010112013,,,10914.0,,
"BULLOCK COUNTY, AL",AL,2014.0,01011 ,010112014,,,10914.0,,
"BULLOCK COUNTY, AL",AL,2015.0,01011 ,010112015,,,10914.0,,
"BUTLER COUNTY, AL",AL,2003.0,01013 ,010132003,,,20947.0,,
"BUTLER COUNTY, AL",AL,2004.0,01013 ,010132004,,,20947.0,,
"BUTLER COUNTY, AL",AL,2005.0,01013 ,010132005,,,20947.0,,
"BUTLER COUNTY, AL",AL,2006.0,01013 ,010132006,,4585.0,20947.0,,21888.57592972741
"BUTLER COUNTY, AL",AL,2007.0,01013 ,010132007,,5972.0,20947.0,,28510.0491717191
"BUTLER COUNTY, AL",AL,2008.0,01013 ,010132008,,6924.0,20947.0,,33054.85272354036
"BUTLER COUNTY, AL",AL,2009.0,01013 ,010132009,,7494.0,20947.0,,35776.00611066024
"BUTLER COUNTY, AL",AL,2010.0,01013 ,010132010,,8087.0,20947.0,,38606.960423927056
"BUTLER COUNTY, AL",AL,2011.0,01013 ,010132011,,8573.0,20947.0,,40927.101732945055
"BUTLER COUNTY, AL",AL,2012.0,01013 ,010132012,,7846.0,20947.0,,37456.437676039524
"BUTLER COUNTY, AL",AL,2013.0,01013 ,010132013,,,20947.0,,
"BUTLER COUNTY, AL",AL,2014.0,01013 ,010132014,,,20947.0,,
"BUTLER COUNTY, AL",AL,2015.0,01013 ,010132015,,,20947.0,,
"CALHOUN COUNTY, AL",AL,2003.0,01015 ,010152003,,,118572.0,,
"CALHOUN COUNTY, AL",AL,2004.0,01015 ,010152004,,,118572.0,,
"CALHOUN COUNTY, AL",AL,2005.0,01015 ,010152005,,,118572.0,,
"CALHOUN COUNTY, AL",AL,2006.0,01015 ,010152006,,30583.0,118572.0,,25792.76726377222
"CALHOUN COUNTY, AL",AL,2007.0,01015 ,010152007,11.0,35078.0,118572.0,9.277063724994097,29583.712849576626
"CALHOUN COUNTY, AL",AL,2008.0,01015 ,010152008,17.0,37778.0,118572.0,14.337280302263602,31860.810309347908
"CALHOUN COUNTY, AL",AL,2009.0,01015 ,010152009,12.0,41901.0,118572.0,10.120433154539015,35338.0224673616
"CALHOUN COUNTY, AL",AL,2010.0,01015 ,010152010,19.0,46792.0,118572.0,16.02401916135344,39462.942347265795
"CALHOUN COUNTY, AL",AL,2011.0,01015 ,010152011,12.0,55200.0,118572.0,10.120433154539015,46553.99251087946
"CALHOUN COUNTY, AL",AL,2012.0,01015 ,010152012,,64652.0,118572.0,,54525.520358938025
"CALHOUN COUNTY, AL",AL,2013.0,01015 ,010152013,,,118572.0,,
"CALHOUN COUNTY, AL",AL,2014.0,01015 ,010152014,19.0,,118572.0,16.02401916135344,
"CALHOUN COUNTY, AL",AL,2015.0,01015 ,010152015,20.0,,118572.0,16.867388590898354,
"CHAMBERS COUNTY, AL",AL,2003.0,01017 ,010172003,,,34215.0,,
"CHAMBERS COUNTY, AL",AL,2004.0,01017 ,010172004,,,34215.0,,
"CHAMBERS COUNTY, AL",AL,2005.0,01017 ,010172005,,,34215.0,,
"CHAMBERS COUNTY, AL",AL,2006.0,01017 ,010172006,,7255.0,34215.0,,21204.150226508842
"CHAMBERS COUNTY, AL",AL,2007.0,01017 ,010172007,,7772.0,34215.0,,22715.183399093963
"CHAMBERS COUNTY, AL",AL,2008.0,01017 ,010172008,,8639.0,34215.0,,25249.159725266694
"CHAMBERS COUNTY, AL",AL,2009.0,01017 ,010172009,,9354.0,34215.0,,27338.88645330995
"CHAMBERS COUNTY, AL",AL,2010.0,01017 ,010172010,,9914.0,34215.0,,28975.595499050123
"CHAMBERS COUNTY, AL",AL,2011.0,01017 ,010172011,,12621.0,34215.0,,36887.33011836914
"CHAMBERS COUNTY, AL",AL,2012.0,01017 ,010172012,,12819.0,34215.0,,37466.02367382727
"CHAMBERS COUNTY, AL",AL,2013.0,01017 ,010172013,,,34215.0,,
"CHAMBERS COUNTY, AL",AL,2014.0,01017 ,010172014,,,34215.0,,
"CHAMBERS COUNTY, AL",AL,2015.0,01017 ,010172015,,,34215.0,,
"CHEROKEE COUNTY, AL",AL,2003.0,01019 ,010192003,,,25989.0,,
"CHEROKEE COUNTY, AL",AL,2004.0,01019 ,010192004,,,25989.0,,
"CHEROKEE COUNTY, AL",AL,2005.0,01019 ,010192005,,,25989.0,,
"CHEROKEE COUNTY, AL",AL,2006.0,01019 ,010192006,,5811.0,25989.0,,22359.459771441765
"CHEROKEE COUNTY, AL",AL,2007.0,01019 ,010192007,,7457.0,25989.0,,28692.90853822771
"CHEROKEE COUNTY, AL",AL,2008.0,01019 ,010192008,,8243.0,25989.0,,31717.264996729384
"CHEROKEE COUNTY, AL",AL,2009.0,01019 ,010192009,,9262.0,25989.0,,35638.15460387087
"CHEROKEE COUNTY, AL",AL,2010.0,01019 ,010192010,,10113.0,25989.0,,38912.61687637077
"CHEROKEE COUNTY, AL",AL,2011.0,01019 ,010192011,,12535.0,25989.0,,48231.9442841202
"CHEROKEE COUNTY, AL",AL,2012.0,01019 ,010192012,,12180.0,25989.0,,46865.981761514486
"CHEROKEE COUNTY, AL",AL,2013.0,01019 ,010192013,,,25989.0,,
"CHEROKEE COUNTY, AL",AL,2014.0,01019 ,010192014,,,25989.0,,
"CHEROKEE COUNTY, AL",AL,2015.0,01019 ,010192015,,,25989.0,,
"CHILTON COUNTY, AL",AL,2003.0,01021 ,010212003,,,43643.0,,
"CHILTON COUNTY, AL",AL,2004.0,01021 ,010212004,,,43643.0,,
"CHILTON COUNTY, AL",AL,2005.0,01021 ,010212005,,,43643.0,,
"CHILTON COUNTY, AL",AL,2006.0,01021 ,010212006,13.0,8436.0,43643.0,29.787136539651257,19329.56029603831
"CHILTON COUNTY, AL",AL,2007.0,01021 ,010212007,,8878.0,43643.0,,20342.322938386453
"CHILTON COUNTY, AL",AL,2008.0,01021 ,010212008,,10041.0,43643.0,,23007.125999587563
"CHILTON COUNTY, AL",AL,2009.0,01021 ,010212009,,11066.0,43643.0,,25355.727149829298
"CHILTON COUNTY, AL",AL,2010.0,01021 ,010212010,10.0,12254.0,43643.0,22.913181953577894,28077.81316591435
"CHILTON COUNTY, AL",AL,2011.0,01021 ,010212011,,14462.0,43643.0,,33137.04374126435
"CHILTON COUNTY, AL",AL,2012.0,01021 ,010212012,,16910.0,43643.0,,38746.19068350022
"CHILTON COUNTY, AL",AL,2013.0,01021 ,010212013,,,43643.0,,
"CHILTON COUNTY, AL",AL,2014.0,01021 ,010212014,,,43643.0,,
"CHILTON COUNTY, AL",AL,2015.0,01021 ,010212015,,,43643.0,,
"CHOCTAW COUNTY, AL",AL,2003.0,01023 ,010232003,,,13859.0,,
"CHOCTAW COUNTY, AL",AL,2004.0,01023 ,010232004,,,13859.0,,
"CHOCTAW COUNTY, AL",AL,2005.0,01023 ,010232005,,,13859.0,,
"CHOCTAW COUNTY, AL",AL,2006.0,01023 ,010232006,,2055.0,13859.0,,14827.909661591746
"CHOCTAW COUNTY, AL",AL,2007.0,01023 ,010232007,,2064.0,13859.0,,14892.849411934483
"CHOCTAW COUNTY, AL",AL,2008.0,01023 ,010232008,,1871.0,13859.0,,13500.252543473554
"CHOCTAW COUNTY, AL",AL,2009.0,01023 ,010232009,,2176.0,13859.0,,15700.988527310772
"CHOCTAW COUNTY, AL",AL,2010.0,01023 ,010232010,,2453.0,13859.0,,17699.68973230392
"CHOCTAW COUNTY, AL",AL,2011.0,01023 ,010232011,,2599.0,13859.0,,18753.15679341944
"CHOCTAW COUNTY, AL",AL,2012.0,01023 ,010232012,,3002.0,13859.0,,21661.01450321091
"CHOCTAW COUNTY, AL",AL,2013.0,01023 ,010232013,,,13859.0,,
"CHOCTAW COUNTY, AL",AL,2014.0,01023 ,010232014,,,13859.0,,
"CHOCTAW COUNTY, AL",AL,2015.0,01023 ,010232015,,,13859.0,,
"CLARKE COUNTY, AL",AL,2003.0,01025 ,010252003,,,25833.0,,
"CLARKE COUNTY, AL",AL,2004.0,01025 ,010252004,,,25833.0,,
"CLARKE COUNTY, AL",AL,2005.0,01025 ,010252005,,,25833.0,,
"CLARKE COUNTY, AL",AL,2006.0,01025 ,010252006,,3938.0,25833.0,,15244.06766538923
"CLARKE COUNTY, AL",AL,2007.0,01025 ,010252007,,4899.0,25833.0,,18964.115666008594
"CLARKE COUNTY, AL",AL,2008.0,01025 ,010252008,,5541.0,25833.0,,21449.309023342237
"CLARKE COUNTY, AL",AL,2009.0,01025 ,010252009,,6843.0,25833.0,,26489.374056439436
"CLARKE COUNTY, AL",AL,2010.0,01025 ,010252010,,7408.0,25833.0,,28676.49905160067
"CLARKE COUNTY, AL",AL,2011.0,01025 ,010252011,,8189.0,25833.0,,31699.763867920876
"CLARKE COUNTY, AL",AL,2012.0,01025 ,010252012,,9686.0,25833.0,,37494.67735067549
"CLARKE COUNTY, AL",AL,2013.0,01025 ,010252013,,,25833.0,,
"CLARKE COUNTY, AL",AL,2014.0,01025 ,010252014,,,25833.0,,
"CLARKE COUNTY, AL",AL,2015.0,01025 ,010252015,,,25833.0,,
"CLAY COUNTY, AL",AL,2003.0,01027 ,010272003,,,13932.0,,
"CLAY COUNTY, AL",AL,2004.0,01027 ,010272004,,,13932.0,,
"CLAY COUNTY, AL",AL,2005.0,01027 ,010272005,,,13932.0,,
"CLAY COUNTY, AL",AL,2006.0,01027 ,010272006,,1697.0,13932.0,,12180.591444157337
"CLAY COUNTY, AL",AL,2007.0,01027 ,010272007,,1502.0,13932.0,,10780.935974734424
"CLAY COUNTY, AL",AL,2008.0,01027 ,010272008,,1841.0,13932.0,,13214.183175423486
"CLAY COUNTY, AL",AL,2009.0,01027 ,010272009,,2489.0,13932.0,,17865.34596612116
"CLAY COUNTY, AL",AL,2010.0,01027 ,010272010,,2385.0,13932.0,,17118.863049095606
"CLAY COUNTY, AL",AL,2011.0,01027 ,010272011,,2723.0,13932.0,,19544.932529428654
"CLAY COUNTY, AL",AL,2012.0,01027 ,010272012,,3547.0,13932.0,,25459.374102784954
"CLAY COUNTY, AL",AL,2013.0,01027 ,010272013,,,13932.0,,
"CLAY COUNTY, AL",AL,2014.0,01027 ,010272014,,,13932.0,,
"CLAY COUNTY, AL",AL,2015.0,01027 ,010272015,,,13932.0,,
"CLEBURNE COUNTY, AL",AL,2003.0,01029 ,010292003,,,14972.0,,
"CLEBURNE COUNTY, AL",AL,2004.0,01029 ,010292004,,,14972.0,,
"CLEBURNE COUNTY, AL",AL,2005.0,01029 ,010292005,,,14972.0,,
"CLEBURNE COUNTY, AL",AL,2006.0,01029 ,010292006,,1328.0,14972.0,,8869.8904621961
"CLEBURNE COUNTY, AL",AL,2007.0,01029 ,010292007,,1182.0,14972.0,,7894.736842105262
"CLEBURNE COUNTY, AL",AL,2008.0,01029 ,010292008,,1213.0,14972.0,,8101.790008014961
"CLEBURNE COUNTY, AL",AL,2009.0,01029 ,010292009,,1659.0,14972.0,,11080.68394336094
"CLEBURNE COUNTY, AL",AL,2010.0,01029 ,010292010,,1744.0,14972.0,,11648.410366016564
"CLEBURNE COUNTY, AL",AL,2011.0,01029 ,010292011,,1984.0,14972.0,,13251.402618220678
"CLEBURNE COUNTY, AL",AL,2012.0,01029 ,010292012,,2082.0,14972.0,,13905.957787870693
"CLEBURNE COUNTY, AL",AL,2013.0,01029 ,010292013,,,14972.0,,
"CLEBURNE COUNTY, AL",AL,2014.0,01029 ,010292014,,,14972.0,,
"CLEBURNE COUNTY, AL",AL,2015.0,01029 ,010292015,,,14972.0,,
"COFFEE COUNTY, AL",AL,2003.0,01031 ,010312003,,,49948.0,,
"COFFEE COUNTY, AL",AL,2004.0,01031 ,010312004,,,49948.0,,
"COFFEE COUNTY, AL",AL,2005.0,01031 ,010312005,,,49948.0,,
"COFFEE COUNTY, AL",AL,2006.0,01031 ,010312006,,7782.0,49948.0,,15580.203411548011
"COFFEE COUNTY, AL",AL,2007.0,01031 ,010312007,,8526.0,49948.0,,17069.75254264435
"COFFEE COUNTY, AL",AL,2008.0,01031 ,010312008,,9401.0,49948.0,,18821.57443741491
"COFFEE COUNTY, AL",AL,2009.0,01031 ,010312009,,10037.0,49948.0,,20094.898694642427
"COFFEE COUNTY, AL",AL,2010.0,01031 ,010312010,,11749.0,49948.0,,23522.463361896374
"COFFEE COUNTY, AL",AL,2011.0,01031 ,010312011,,14741.0,49948.0,,29512.69320092897
"COFFEE COUNTY, AL",AL,2012.0,01031 ,010312012,,16502.0,49948.0,,33038.35989429006
"COFFEE COUNTY, AL",AL,2013.0,01031 ,010312013,,,49948.0,,
"COFFEE COUNTY, AL",AL,2014.0,01031 ,010312014,,,49948.0,,
"COFFEE COUNTY, AL",AL,2015.0,01031 ,010312015,,,49948.0,,
"COLBERT COUNTY, AL",AL,2003.0,01033 ,010332003,,,54428.0,,
"COLBERT COUNTY, AL",AL,2004.0,01033 ,010332004,,,54428.0,,
"COLBERT COUNTY, AL",AL,2005.0,01033 ,010332005,,,54428.0,,
"COLBERT COUNTY, AL",AL,2006.0,01033 ,010332006,,15413.0,54428.0,,28318.145072389212
"COLBERT COUNTY, AL",AL,2007.0,01033 ,010332007,,15795.0,54428.0,,29019.989711178066
"COLBERT COUNTY, AL",AL,2008.0,01033 ,010332008,,18334.0,54428.0,,33684.86808260454
"COLBERT COUNTY, AL",AL,2009.0,01033 ,010332009,,20294.0,54428.0,,37285.955758065706
"COLBERT COUNTY, AL",AL,2010.0,01033 ,010332010,,20318.0,54428.0,,37330.0507091938
"COLBERT COUNTY, AL",AL,2011.0,01033 ,010332011,,24386.0,54428.0,,44804.14492540604
"COLBERT COUNTY, AL",AL,2012.0,01033 ,010332012,,26500.0,54428.0,,48688.17520393915
"COLBERT COUNTY, AL",AL,2013.0,01033 ,010332013,,,54428.0,,
"COLBERT COUNTY, AL",AL,2014.0,01033 ,010332014,,,54428.0,,
"COLBERT COUNTY, AL",AL,2015.0,01033 ,010332015,,,54428.0,,
"CONECUH COUNTY, AL",AL,2003.0,01035 ,010352003,,,13228.0,,
"CONECUH COUNTY, AL",AL,2004.0,01035 ,010352004,,,13228.0,,
"CONECUH COUNTY, AL",AL,2005.0,01035 ,010352005,,,13228.0,,
"CONECUH COUNTY, AL",AL,2006.0,01035 ,010352006,,2866.0,13228.0,,21666.162685213185
"CONECUH COUNTY, AL",AL,2007.0,01035 ,010352007,,4136.0,13228.0,,31267.009374055033
"CONECUH COUNTY, AL",AL,2008.0,01035 ,010352008,,5119.0,13228.0,,38698.21590565467
"CONECUH COUNTY, AL",AL,2009.0,01035 ,010352009,,5865.0,13228.0,,44337.76837012398
"CONECUH COUNTY, AL",AL,2010.0,01035 ,010352010,,6718.0,13228.0,,50786.21106743272
"CONECUH COUNTY, AL",AL,2011.0,01035 ,010352011,,6396.0,13228.0,,48351.980647112185
"CONECUH COUNTY, AL",AL,2012.0,01035 ,010352012,,5693.0,13228.0,,43037.496220139095
"CONECUH COUNTY, AL",AL,2013.0,01035 ,010352013,,,13228.0,,
"CONECUH COUNTY, AL",AL,2014.0,01035 ,010352014,,,13228.0,,
"CONECUH COUNTY, AL",AL,2015.0,01035 ,010352015,,,13228.0,,
"COOSA COUNTY, AL",AL,2003.0,01037 ,010372003,,,11539.0,,
"COOSA COUNTY, AL",AL,2004.0,01037 ,010372004,,,11539.0,,
"COOSA COUNTY, AL",AL,2005.0,01037 ,010372005,,,11539.0,,
"COOSA COUNTY, AL",AL,2006.0,01037 ,010372006,,854.0,11539.0,,7400.987953895486
"COOSA COUNTY, AL",AL,2007.0,01037 ,010372007,,1187.0,11539.0,,10286.853280180258
"COOSA COUNTY, AL",AL,2008.0,01037 ,010372008,,1087.0,11539.0,,9420.227056070717
"COOSA COUNTY, AL",AL,2009.0,01037 ,010372009,,1317.0,11539.0,,11413.467371522662
"COOSA COUNTY, AL",AL,2010.0,01037 ,010372010,,1768.0,11539.0,,15321.951642256696
"COOSA COUNTY, AL",AL,2011.0,01037 ,010372011,,1757.0,11539.0,,15226.622757604646
"COOSA COUNTY, AL",AL,2012.0,01037 ,010372012,,1724.0,11539.0,,14940.636103648498
"COOSA COUNTY, AL",AL,2013.0,01037 ,010372013,,,11539.0,,
"COOSA COUNTY, AL",AL,2014.0,01037 ,010372014,,,11539.0,,
"COOSA COUNTY, AL",AL,2015.0,01037 ,010372015,,,11539.0,,
"COVINGTON COUNTY, AL",AL,2003.0,01039 ,010392003,,,37765.0,,
"COVINGTON COUNTY, AL",AL,2004.0,01039 ,010392004,,,37765.0,,
"COVINGTON COUNTY, AL",AL,2005.0,01039 ,010392005,,,37765.0,,
"COVINGTON COUNTY, AL",AL,2006.0,01039 ,010392006,,8183.0,37765.0,,21668.211306765523
"COVINGTON COUNTY, AL",AL,2007.0,01039 ,010392007,,8935.0,37765.0,,23659.473057063416
"COVINGTON COUNTY, AL",AL,2008.0,01039 ,010392008,,9901.0,37765.0,,26217.397060770552
"COVINGTON COUNTY, AL",AL,2009.0,01039 ,010392009,,11231.0,37765.0,,29739.176486164437
"COVINGTON COUNTY, AL",AL,2010.0,01039 ,010392010,,13428.0,37765.0,,35556.7324242023
"COVINGTON COUNTY, AL",AL,2011.0,01039 ,010392011,,13536.0,37765.0,,35842.71150536211
"COVINGTON COUNTY, AL",AL,2012.0,01039 ,010392012,,13979.0,37765.0,,37015.755329008345
"COVINGTON COUNTY, AL",AL,2013.0,01039 ,010392013,,,37765.0,,
"COVINGTON COUNTY, AL",AL,2014.0,01039 ,010392014,,,37765.0,,
"COVINGTON COUNTY, AL",AL,2015.0,01039 ,010392015,,,37765.0,,
"CRENSHAW COUNTY, AL",AL,2003.0,01041 ,010412003,,,13906.0,,
"CRENSHAW COUNTY, AL",AL,2004.0,01041 ,010412004,,,13906.0,,
"CRENSHAW COUNTY, AL",AL,2005.0,01041 ,010412005,,,13906.0,,
"CRENSHAW COUNTY, AL",AL,2006.0,01041 ,010412006,,1332.0,13906.0,,9578.5991658277
"CRENSHAW COUNTY, AL",AL,2007.0,01041 ,010412007,,1586.0,13906.0,,11405.14885660866
"CRENSHAW COUNTY, AL",AL,2008.0,01041 ,010412008,,1678.0,13906.0,,12066.733783978138
"CRENSHAW COUNTY, AL",AL,2009.0,01041 ,010412009,,1933.0,13906.0,,13900.474615273983
"CRENSHAW COUNTY, AL",AL,2010.0,01041 ,010412010,,2225.0,13906.0,,16000.287645620596
"CRENSHAW COUNTY, AL",AL,2011.0,01041 ,010412011,,2463.0,13906.0,,17711.77908816338
"CRENSHAW COUNTY, AL",AL,2012.0,01041 ,010412012,,2838.0,13906.0,,20408.456781245502
"CRENSHAW COUNTY, AL",AL,2013.0,01041 ,010412013,,,13906.0,,
"CRENSHAW COUNTY, AL",AL,2014.0,01041 ,010412014,,,13906.0,,
"CRENSHAW COUNTY, AL",AL,2015.0,01041 ,010412015,,,13906.0,,
"CULLMAN COUNTY, AL",AL,2003.0,01043 ,010432003,,,80406.0,,
"CULLMAN COUNTY, AL",AL,2004.0,01043 ,010432004,,,80406.0,,
"CULLMAN COUNTY, AL",AL,2005.0,01043 ,010432005,,,80406.0,,
"CULLMAN COUNTY, AL",AL,2006.0,01043 ,010432006,,16028.0,80406.0,,19933.83578339925
"CULLMAN COUNTY, AL",AL,2007.0,01043 ,010432007,,19514.0,80406.0,,24269.333134343207
"CULLMAN COUNTY, AL",AL,2008.0,01043 ,010432008,10.0,20768.0,80406.0,12.436882819690073,25828.91823993234
"CULLMAN COUNTY, AL",AL,2009.0,01043 ,010432009,,22969.0,80406.0,,28566.276148546127
"CULLMAN COUNTY, AL",AL,2010.0,01043 ,010432010,,25473.0,80406.0,,31680.471606596522
"CULLMAN COUNTY, AL",AL,2011.0,01043 ,010432011,10.0,28778.0,80406.0,12.436882819690073,35790.861378504094
"CULLMAN COUNTY, AL",AL,2012.0,01043 ,010432012,12.0,30421.0,80406.0,14.924259383628089,37834.24122577917
"CULLMAN COUNTY, AL",AL,2013.0,01043 ,010432013,16.0,,80406.0,19.899012511504118,
"CULLMAN COUNTY, AL",AL,2014.0,01043 ,010432014,27.0,,80406.0,33.5795836131632,
"CULLMAN COUNTY, AL",AL,2015.0,01043 ,010432015,11.0,,80406.0,13.680571101659082,
