COUNTY_NAME,BUYER_STATE,YEAR,MONTH,QUANTITY
"ADAIR COUNTY, OK",OK,2006,1,37.0
"ADAIR COUNTY, OK",OK,2006,2,207.0
"ADAIR COUNTY, OK",OK,2006,3,234.0
"ADAIR COUNTY, OK",OK,2006,4,210.0
"ADAIR COUNTY, OK",OK,2006,5,232.0
"ADAIR COUNTY, OK",OK,2006,6,225.0
"ADAIR COUNTY, OK",OK,2006,7,237.0
"ADAIR COUNTY, OK",OK,2006,8,263.0
"ADAIR COUNTY, OK",OK,2006,9,205.0
"ADAIR COUNTY, OK",OK,2006,10,328.0
"ADAIR COUNTY, OK",OK,2006,11,307.0
"ADAIR COUNTY, OK",OK,2006,12,282.0
"ADAIR COUNTY, OK",OK,2007,1,46.0
"ADAIR COUNTY, OK",OK,2007,2,215.0
"ADAIR COUNTY, OK",OK,2007,3,237.0
"ADAIR COUNTY, OK",OK,2007,4,244.0
"ADAIR COUNTY, OK",OK,2007,5,286.0
"ADAIR COUNTY, OK",OK,2007,6,297.0
"ADAIR COUNTY, OK",OK,2007,7,289.0
"ADAIR COUNTY, OK",OK,2007,8,332.0
"ADAIR COUNTY, OK",OK,2007,9,265.0
"ADAIR COUNTY, OK",OK,2007,10,423.0
"ADAIR COUNTY, OK",OK,2007,11,352.0
"ADAIR COUNTY, OK",OK,2007,12,403.0
"ADAIR COUNTY, OK",OK,2008,1,20.0
"ADAIR COUNTY, OK",OK,2008,2,314.0
"ADAIR COUNTY, OK",OK,2008,3,352.0
"ADAIR COUNTY, OK",OK,2008,4,351.0
"ADAIR COUNTY, OK",OK,2008,5,332.0
"ADAIR COUNTY, OK",OK,2008,6,323.0
"ADAIR COUNTY, OK",OK,2008,7,343.0
"ADAIR COUNTY, OK",OK,2008,8,376.0
"ADAIR COUNTY, OK",OK,2008,9,408.0
"ADAIR COUNTY, OK",OK,2008,10,512.0
"ADAIR COUNTY, OK",OK,2008,11,431.0
"ADAIR COUNTY, OK",OK,2008,12,504.0
"ADAIR COUNTY, OK",OK,2009,1,22.0
"ADAIR COUNTY, OK",OK,2009,2,378.0
"ADAIR COUNTY, OK",OK,2009,3,548.0
"ADAIR COUNTY, OK",OK,2009,4,429.0
"ADAIR COUNTY, OK",OK,2009,5,490.0
"ADAIR COUNTY, OK",OK,2009,6,486.0
"ADAIR COUNTY, OK",OK,2009,7,408.0
"ADAIR COUNTY, OK",OK,2009,8,555.0
"ADAIR COUNTY, OK",OK,2009,9,432.0
"ADAIR COUNTY, OK",OK,2009,10,595.0
"ADAIR COUNTY, OK",OK,2009,11,569.0
"ADAIR COUNTY, OK",OK,2009,12,570.0
"ADAIR COUNTY, OK",OK,2010,1,33.0
"ADAIR COUNTY, OK",OK,2010,2,418.0
"ADAIR COUNTY, OK",OK,2010,3,491.0
"ADAIR COUNTY, OK",OK,2010,4,492.0
"ADAIR COUNTY, OK",OK,2010,5,440.0
"ADAIR COUNTY, OK",OK,2010,6,495.0
"ADAIR COUNTY, OK",OK,2010,7,537.0
"ADAIR COUNTY, OK",OK,2010,8,497.0
"ADAIR COUNTY, OK",OK,2010,9,574.0
"ADAIR COUNTY, OK",OK,2010,10,620.0
"ADAIR COUNTY, OK",OK,2010,11,813.0
"ADAIR COUNTY, OK",OK,2010,12,848.0
"ADAIR COUNTY, OK",OK,2011,1,60.0
"ADAIR COUNTY, OK",OK,2011,2,663.0
"ADAIR COUNTY, OK",OK,2011,3,803.0
"ADAIR COUNTY, OK",OK,2011,4,594.0
"ADAIR COUNTY, OK",OK,2011,5,702.0
"ADAIR COUNTY, OK",OK,2011,6,677.0
"ADAIR COUNTY, OK",OK,2011,7,621.0
"ADAIR COUNTY, OK",OK,2011,8,639.0
"ADAIR COUNTY, OK",OK,2011,9,664.0
"ADAIR COUNTY, OK",OK,2011,10,908.0
"ADAIR COUNTY, OK",OK,2011,11,799.0
"ADAIR COUNTY, OK",OK,2011,12,898.0
"ADAIR COUNTY, OK",OK,2012,1,131.0
"ADAIR COUNTY, OK",OK,2012,2,536.0
"ADAIR COUNTY, OK",OK,2012,3,548.0
"ADAIR COUNTY, OK",OK,2012,4,491.0
"ADAIR COUNTY, OK",OK,2012,5,627.0
"ADAIR COUNTY, OK",OK,2012,6,576.0
"ADAIR COUNTY, OK",OK,2012,7,530.0
"ADAIR COUNTY, OK",OK,2012,8,594.0
"ADAIR COUNTY, OK",OK,2012,9,521.0
"ADAIR COUNTY, OK",OK,2012,10,708.0
"ADAIR COUNTY, OK",OK,2012,11,808.0
"ADAIR COUNTY, OK",OK,2012,12,652.0
"ADAMS COUNTY, WA",WA,2006,1,31.0
"ADAMS COUNTY, WA",WA,2006,2,171.0
"ADAMS COUNTY, WA",WA,2006,3,201.0
"ADAMS COUNTY, WA",WA,2006,4,191.0
"ADAMS COUNTY, WA",WA,2006,5,205.0
"ADAMS COUNTY, WA",WA,2006,6,204.0
"ADAMS COUNTY, WA",WA,2006,7,184.0
"ADAMS COUNTY, WA",WA,2006,8,236.0
"ADAMS COUNTY, WA",WA,2006,9,172.0
"ADAMS COUNTY, WA",WA,2006,10,251.0
"ADAMS COUNTY, WA",WA,2006,11,226.0
"ADAMS COUNTY, WA",WA,2006,12,249.0
"ADAMS COUNTY, WA",WA,2007,1,19.0
"ADAMS COUNTY, WA",WA,2007,2,198.0
"ADAMS COUNTY, WA",WA,2007,3,214.0
"ADAMS COUNTY, WA",WA,2007,4,181.0
"ADAMS COUNTY, WA",WA,2007,5,212.0
"ADAMS COUNTY, WA",WA,2007,6,197.0
"ADAMS COUNTY, WA",WA,2007,7,198.0
"ADAMS COUNTY, WA",WA,2007,8,223.0
"ADAMS COUNTY, WA",WA,2007,9,205.0
"ADAMS COUNTY, WA",WA,2007,10,298.0
"ADAMS COUNTY, WA",WA,2007,11,289.0
"ADAMS COUNTY, WA",WA,2007,12,337.0
"ADAMS COUNTY, WA",WA,2008,1,12.0
"ADAMS COUNTY, WA",WA,2008,2,189.0
"ADAMS COUNTY, WA",WA,2008,3,193.0
"ADAMS COUNTY, WA",WA,2008,4,276.0
"ADAMS COUNTY, WA",WA,2008,5,226.0
"ADAMS COUNTY, WA",WA,2008,6,209.0
"ADAMS COUNTY, WA",WA,2008,7,219.0
"ADAMS COUNTY, WA",WA,2008,8,256.0
"ADAMS COUNTY, WA",WA,2008,9,288.0
"ADAMS COUNTY, WA",WA,2008,10,345.0
"ADAMS COUNTY, WA",WA,2008,11,329.0
"ADAMS COUNTY, WA",WA,2008,12,310.0
"ADAMS COUNTY, WA",WA,2009,1,30.0
"ADAMS COUNTY, WA",WA,2009,2,194.0
"ADAMS COUNTY, WA",WA,2009,3,181.0
"ADAMS COUNTY, WA",WA,2009,4,221.0
"ADAMS COUNTY, WA",WA,2009,5,186.0
"ADAMS COUNTY, WA",WA,2009,6,241.0
"ADAMS COUNTY, WA",WA,2009,7,248.0
"ADAMS COUNTY, WA",WA,2009,8,239.0
"ADAMS COUNTY, WA",WA,2009,9,231.0
"ADAMS COUNTY, WA",WA,2009,10,333.0
"ADAMS COUNTY, WA",WA,2009,11,409.0
"ADAMS COUNTY, WA",WA,2009,12,353.0
"ADAMS COUNTY, WA",WA,2010,1,9.0
"ADAMS COUNTY, WA",WA,2010,2,214.0
"ADAMS COUNTY, WA",WA,2010,3,234.0
"ADAMS COUNTY, WA",WA,2010,4,275.0
"ADAMS COUNTY, WA",WA,2010,5,262.0
"ADAMS COUNTY, WA",WA,2010,6,317.0
"ADAMS COUNTY, WA",WA,2010,7,277.0
"ADAMS COUNTY, WA",WA,2010,8,271.0
"ADAMS COUNTY, WA",WA,2010,9,276.0
"ADAMS COUNTY, WA",WA,2010,10,325.0
"ADAMS COUNTY, WA",WA,2010,11,330.0
"ADAMS COUNTY, WA",WA,2010,12,343.0
"ADAMS COUNTY, WA",WA,2011,1,42.0
"ADAMS COUNTY, WA",WA,2011,2,245.0
"ADAMS COUNTY, WA",WA,2011,3,303.0
"ADAMS COUNTY, WA",WA,2011,4,260.0
"ADAMS COUNTY, WA",WA,2011,5,247.0
"ADAMS COUNTY, WA",WA,2011,6,320.0
"ADAMS COUNTY, WA",WA,2011,7,293.0
"ADAMS COUNTY, WA",WA,2011,8,308.0
"ADAMS COUNTY, WA",WA,2011,9,329.0
"ADAMS COUNTY, WA",WA,2011,10,380.0
"ADAMS COUNTY, WA",WA,2011,11,444.0
"ADAMS COUNTY, WA",WA,2011,12,370.0
"ADAMS COUNTY, WA",WA,2012,1,38.0
"ADAMS COUNTY, WA",WA,2012,2,315.0
"ADAMS COUNTY, WA",WA,2012,3,410.0
"ADAMS COUNTY, WA",WA,2012,4,325.0
"ADAMS COUNTY, WA",WA,2012,5,438.0
"ADAMS COUNTY, WA",WA,2012,6,336.0
"ADAMS COUNTY, WA",WA,2012,7,397.0
"ADAMS COUNTY, WA",WA,2012,8,402.0
"ADAMS COUNTY, WA",WA,2012,9,329.0
"ADAMS COUNTY, WA",WA,2012,10,407.0
"ADAMS COUNTY, WA",WA,2012,11,432.0
"ADAMS COUNTY, WA",WA,2012,12,401.0
"ALACHUA COUNTY, FL",FL,2006,1,722.0
"ALACHUA COUNTY, FL",FL,2006,2,3790.0
"ALACHUA COUNTY, FL",FL,2006,3,4338.0
"ALACHUA COUNTY, FL",FL,2006,4,3754.0
"ALACHUA COUNTY, FL",FL,2006,5,8052.0
"ALACHUA COUNTY, FL",FL,2006,6,4617.0
"ALACHUA COUNTY, FL",FL,2006,7,4048.0
"ALACHUA COUNTY, FL",FL,2006,8,4374.0
"ALACHUA COUNTY, FL",FL,2006,9,4172.0
"ALACHUA COUNTY, FL",FL,2006,10,4870.0
"ALACHUA COUNTY, FL",FL,2006,11,5501.0
"ALACHUA COUNTY, FL",FL,2006,12,6056.0
"ALACHUA COUNTY, FL",FL,2007,1,876.0
"ALACHUA COUNTY, FL",FL,2007,2,4093.0
"ALACHUA COUNTY, FL",FL,2007,3,4414.0
"ALACHUA COUNTY, FL",FL,2007,4,4159.0
"ALACHUA COUNTY, FL",FL,2007,5,4758.0
"ALACHUA COUNTY, FL",FL,2007,6,5177.0
"ALACHUA COUNTY, FL",FL,2007,7,4927.0
"ALACHUA COUNTY, FL",FL,2007,8,4940.0
"ALACHUA COUNTY, FL",FL,2007,9,4260.0
"ALACHUA COUNTY, FL",FL,2007,10,6311.0
"ALACHUA COUNTY, FL",FL,2007,11,6174.0
"ALACHUA COUNTY, FL",FL,2007,12,6029.0
"ALACHUA COUNTY, FL",FL,2008,1,631.0
"ALACHUA COUNTY, FL",FL,2008,2,4809.0
"ALACHUA COUNTY, FL",FL,2008,3,4679.0
"ALACHUA COUNTY, FL",FL,2008,4,5312.0
"ALACHUA COUNTY, FL",FL,2008,5,5262.0
"ALACHUA COUNTY, FL",FL,2008,6,5267.0
"ALACHUA COUNTY, FL",FL,2008,7,5648.0
"ALACHUA COUNTY, FL",FL,2008,8,5755.0
"ALACHUA COUNTY, FL",FL,2008,9,5372.0
"ALACHUA COUNTY, FL",FL,2008,10,7821.0
"ALACHUA COUNTY, FL",FL,2008,11,6549.0
"ALACHUA COUNTY, FL",FL,2008,12,7764.0
"ALACHUA COUNTY, FL",FL,2009,1,456.0
"ALACHUA COUNTY, FL",FL,2009,2,4900.0
"ALACHUA COUNTY, FL",FL,2009,3,6445.0
"ALACHUA COUNTY, FL",FL,2009,4,6295.0
"ALACHUA COUNTY, FL",FL,2009,5,5792.0
"ALACHUA COUNTY, FL",FL,2009,6,6145.0
"ALACHUA COUNTY, FL",FL,2009,7,6563.0
"ALACHUA COUNTY, FL",FL,2009,8,5885.0
"ALACHUA COUNTY, FL",FL,2009,9,6561.0
"ALACHUA COUNTY, FL",FL,2009,10,8165.0
"ALACHUA COUNTY, FL",FL,2009,11,7273.0
"ALACHUA COUNTY, FL",FL,2009,12,8871.0
"ALACHUA COUNTY, FL",FL,2010,1,382.0
"ALACHUA COUNTY, FL",FL,2010,2,5847.0
"ALACHUA COUNTY, FL",FL,2010,3,6684.0
"ALACHUA COUNTY, FL",FL,2010,4,5854.0
"ALACHUA COUNTY, FL",FL,2010,5,5633.0
"ALACHUA COUNTY, FL",FL,2010,6,6499.0
"ALACHUA COUNTY, FL",FL,2010,7,5692.0
"ALACHUA COUNTY, FL",FL,2010,8,6272.0
"ALACHUA COUNTY, FL",FL,2010,9,6535.0
"ALACHUA COUNTY, FL",FL,2010,10,7699.0
"ALACHUA COUNTY, FL",FL,2010,11,8349.0
"ALACHUA COUNTY, FL",FL,2010,12,8893.0
"ALACHUA COUNTY, FL",FL,2011,1,631.0
"ALACHUA COUNTY, FL",FL,2011,2,5643.0
"ALACHUA COUNTY, FL",FL,2011,3,7182.0
"ALACHUA COUNTY, FL",FL,2011,4,5541.0
"ALACHUA COUNTY, FL",FL,2011,5,6170.0
"ALACHUA COUNTY, FL",FL,2011,6,6335.0
"ALACHUA COUNTY, FL",FL,2011,7,8016.0
"ALACHUA COUNTY, FL",FL,2011,8,6075.0
"ALACHUA COUNTY, FL",FL,2011,9,5820.0
"ALACHUA COUNTY, FL",FL,2011,10,6814.0
"ALACHUA COUNTY, FL",FL,2011,11,9383.0
"ALACHUA COUNTY, FL",FL,2011,12,7560.0
"ALACHUA COUNTY, FL",FL,2012,1,865.0
"ALACHUA COUNTY, FL",FL,2012,2,5747.0
"ALACHUA COUNTY, FL",FL,2012,3,5681.0
"ALACHUA COUNTY, FL",FL,2012,4,5383.0
"ALACHUA COUNTY, FL",FL,2012,5,6027.0
"ALACHUA COUNTY, FL",FL,2012,6,5481.0
"ALACHUA COUNTY, FL",FL,2012,7,5447.0
"ALACHUA COUNTY, FL",FL,2012,8,5245.0
"ALACHUA COUNTY, FL",FL,2012,9,4866.0
"ALACHUA COUNTY, FL",FL,2012,10,6740.0
"ALACHUA COUNTY, FL",FL,2012,11,6763.0
"ALACHUA COUNTY, FL",FL,2012,12,6585.0
"ALFALFA COUNTY, OK",OK,2006,1,3.0
"ALFALFA COUNTY, OK",OK,2006,2,25.0
"ALFALFA COUNTY, OK",OK,2006,3,20.0
"ALFALFA COUNTY, OK",OK,2006,4,24.0
"ALFALFA COUNTY, OK",OK,2006,5,29.0
"ALFALFA COUNTY, OK",OK,2006,6,32.0
"ALFALFA COUNTY, OK",OK,2006,7,24.0
"ALFALFA COUNTY, OK",OK,2006,8,28.0
"ALFALFA COUNTY, OK",OK,2006,9,24.0
"ALFALFA COUNTY, OK",OK,2006,10,28.0
"ALFALFA COUNTY, OK",OK,2006,11,29.0
"ALFALFA COUNTY, OK",OK,2006,12,36.0
"ALFALFA COUNTY, OK",OK,2007,1,4.0
"ALFALFA COUNTY, OK",OK,2007,2,25.0
"ALFALFA COUNTY, OK",OK,2007,3,20.0
"ALFALFA COUNTY, OK",OK,2007,4,23.0
"ALFALFA COUNTY, OK",OK,2007,5,26.0
"ALFALFA COUNTY, OK",OK,2007,6,28.0
"ALFALFA COUNTY, OK",OK,2007,7,20.0
"ALFALFA COUNTY, OK",OK,2007,8,28.0
"ALFALFA COUNTY, OK",OK,2007,9,20.0
"ALFALFA COUNTY, OK",OK,2007,10,40.0
"ALFALFA COUNTY, OK",OK,2007,11,26.0
"ALFALFA COUNTY, OK",OK,2007,12,35.0
"ALFALFA COUNTY, OK",OK,2008,1,2.0
"ALFALFA COUNTY, OK",OK,2008,2,27.0
"ALFALFA COUNTY, OK",OK,2008,3,22.0
"ALFALFA COUNTY, OK",OK,2008,4,31.0
"ALFALFA COUNTY, OK",OK,2008,5,32.0
"ALFALFA COUNTY, OK",OK,2008,6,34.0
"ALFALFA COUNTY, OK",OK,2008,7,28.0
"ALFALFA COUNTY, OK",OK,2008,8,35.0
"ALFALFA COUNTY, OK",OK,2008,9,37.0
"ALFALFA COUNTY, OK",OK,2008,10,50.0
"ALFALFA COUNTY, OK",OK,2008,11,36.0
"ALFALFA COUNTY, OK",OK,2008,12,54.0
"ALFALFA COUNTY, OK",OK,2009,1,9.0
"ALFALFA COUNTY, OK",OK,2009,2,28.0
"ALFALFA COUNTY, OK",OK,2009,3,43.0
"ALFALFA COUNTY, OK",OK,2009,4,32.0
"ALFALFA COUNTY, OK",OK,2009,5,39.0
"ALFALFA COUNTY, OK",OK,2009,6,41.0
"ALFALFA COUNTY, OK",OK,2009,7,33.0
"ALFALFA COUNTY, OK",OK,2009,8,40.0
"ALFALFA COUNTY, OK",OK,2009,9,58.0
"ALFALFA COUNTY, OK",OK,2009,10,55.0
"ALFALFA COUNTY, OK",OK,2009,11,58.0
"ALFALFA COUNTY, OK",OK,2009,12,46.0
"ALFALFA COUNTY, OK",OK,2010,2,33.0
"ALFALFA COUNTY, OK",OK,2010,3,50.0
"ALFALFA COUNTY, OK",OK,2010,4,36.0
"ALFALFA COUNTY, OK",OK,2010,5,36.0
"ALFALFA COUNTY, OK",OK,2010,6,59.0
"ALFALFA COUNTY, OK",OK,2010,7,55.0
"ALFALFA COUNTY, OK",OK,2010,8,52.0
"ALFALFA COUNTY, OK",OK,2010,9,46.0
"ALFALFA COUNTY, OK",OK,2010,10,54.0
"ALFALFA COUNTY, OK",OK,2010,11,76.0
"ALFALFA COUNTY, OK",OK,2010,12,62.0
"ALFALFA COUNTY, OK",OK,2011,1,8.0
"ALFALFA COUNTY, OK",OK,2011,2,42.0
"ALFALFA COUNTY, OK",OK,2011,3,71.0
"ALFALFA COUNTY, OK",OK,2011,4,53.0
"ALFALFA COUNTY, OK",OK,2011,5,63.0
"ALFALFA COUNTY, OK",OK,2011,6,67.0
"ALFALFA COUNTY, OK",OK,2011,7,59.0
"ALFALFA COUNTY, OK",OK,2011,8,68.0
"ALFALFA COUNTY, OK",OK,2011,9,67.0
"ALFALFA COUNTY, OK",OK,2011,10,72.0
"ALFALFA COUNTY, OK",OK,2011,11,80.0
"ALFALFA COUNTY, OK",OK,2011,12,88.0
"ALFALFA COUNTY, OK",OK,2012,1,15.0
"ALFALFA COUNTY, OK",OK,2012,2,70.0
"ALFALFA COUNTY, OK",OK,2012,3,79.0
"ALFALFA COUNTY, OK",OK,2012,4,84.0
"ALFALFA COUNTY, OK",OK,2012,5,76.0
"ALFALFA COUNTY, OK",OK,2012,6,74.0
"ALFALFA COUNTY, OK",OK,2012,7,80.0
"ALFALFA COUNTY, OK",OK,2012,8,79.0
"ALFALFA COUNTY, OK",OK,2012,9,46.0
"ALFALFA COUNTY, OK",OK,2012,10,81.0
"ALFALFA COUNTY, OK",OK,2012,11,82.0
"ALFALFA COUNTY, OK",OK,2012,12,64.0
"ANDERSON COUNTY, TX",TX,2006,1,143.0
"ANDERSON COUNTY, TX",TX,2006,2,915.0
"ANDERSON COUNTY, TX",TX,2006,3,1115.0
"ANDERSON COUNTY, TX",TX,2006,4,983.0
"ANDERSON COUNTY, TX",TX,2006,5,1216.0
"ANDERSON COUNTY, TX",TX,2006,6,1163.0
"ANDERSON COUNTY, TX",TX,2006,7,1040.0
"ANDERSON COUNTY, TX",TX,2006,8,1124.0
"ANDERSON COUNTY, TX",TX,2006,9,958.0
"ANDERSON COUNTY, TX",TX,2006,10,1169.0
"ANDERSON COUNTY, TX",TX,2006,11,1193.0
"ANDERSON COUNTY, TX",TX,2006,12,1153.0
"ANDERSON COUNTY, TX",TX,2007,1,129.0
"ANDERSON COUNTY, TX",TX,2007,2,819.0
"ANDERSON COUNTY, TX",TX,2007,3,930.0
"ANDERSON COUNTY, TX",TX,2007,4,847.0
"ANDERSON COUNTY, TX",TX,2007,5,1052.0
"ANDERSON COUNTY, TX",TX,2007,6,920.0
"ANDERSON COUNTY, TX",TX,2007,7,883.0
"ANDERSON COUNTY, TX",TX,2007,8,921.0
"ANDERSON COUNTY, TX",TX,2007,9,830.0
"ANDERSON COUNTY, TX",TX,2007,10,1299.0
"ANDERSON COUNTY, TX",TX,2007,11,1149.0
"ANDERSON COUNTY, TX",TX,2007,12,1133.0
"ANDERSON COUNTY, TX",TX,2008,1,87.0
"ANDERSON COUNTY, TX",TX,2008,2,822.0
"ANDERSON COUNTY, TX",TX,2008,3,808.0
"ANDERSON COUNTY, TX",TX,2008,4,851.0
"ANDERSON COUNTY, TX",TX,2008,5,811.0
"ANDERSON COUNTY, TX",TX,2008,6,843.0
"ANDERSON COUNTY, TX",TX,2008,7,995.0
"ANDERSON COUNTY, TX",TX,2008,8,910.0
"ANDERSON COUNTY, TX",TX,2008,9,807.0
"ANDERSON COUNTY, TX",TX,2008,10,1143.0
"ANDERSON COUNTY, TX",TX,2008,11,1038.0
"ANDERSON COUNTY, TX",TX,2008,12,1172.0
"ANDERSON COUNTY, TX",TX,2009,1,54.0
"ANDERSON COUNTY, TX",TX,2009,2,864.0
"ANDERSON COUNTY, TX",TX,2009,3,951.0
"ANDERSON COUNTY, TX",TX,2009,4,937.0
"ANDERSON COUNTY, TX",TX,2009,5,981.0
"ANDERSON COUNTY, TX",TX,2009,6,925.0
"ANDERSON COUNTY, TX",TX,2009,7,871.0
"ANDERSON COUNTY, TX",TX,2009,8,766.0
"ANDERSON COUNTY, TX",TX,2009,9,851.0
"ANDERSON COUNTY, TX",TX,2009,10,1183.0
"ANDERSON COUNTY, TX",TX,2009,11,995.0
"ANDERSON COUNTY, TX",TX,2009,12,1317.0
"ANDERSON COUNTY, TX",TX,2010,1,66.0
"ANDERSON COUNTY, TX",TX,2010,2,798.0
"ANDERSON COUNTY, TX",TX,2010,3,901.0
"ANDERSON COUNTY, TX",TX,2010,4,915.0
"ANDERSON COUNTY, TX",TX,2010,5,844.0
"ANDERSON COUNTY, TX",TX,2010,6,943.0
"ANDERSON COUNTY, TX",TX,2010,7,922.0
"ANDERSON COUNTY, TX",TX,2010,8,982.0
"ANDERSON COUNTY, TX",TX,2010,9,921.0
"ANDERSON COUNTY, TX",TX,2010,10,1134.0
"ANDERSON COUNTY, TX",TX,2010,11,1191.0
"ANDERSON COUNTY, TX",TX,2010,12,1302.0
"ANDERSON COUNTY, TX",TX,2011,1,197.0
"ANDERSON COUNTY, TX",TX,2011,2,902.0
"ANDERSON COUNTY, TX",TX,2011,3,1088.0
"ANDERSON COUNTY, TX",TX,2011,4,997.0
"ANDERSON COUNTY, TX",TX,2011,5,1099.0
"ANDERSON COUNTY, TX",TX,2011,6,1149.0
"ANDERSON COUNTY, TX",TX,2011,7,939.0
"ANDERSON COUNTY, TX",TX,2011,8,1187.0
"ANDERSON COUNTY, TX",TX,2011,9,1025.0
"ANDERSON COUNTY, TX",TX,2011,10,1223.0
"ANDERSON COUNTY, TX",TX,2011,11,1263.0
"ANDERSON COUNTY, TX",TX,2011,12,1353.0
"ANDERSON COUNTY, TX",TX,2012,1,181.0
"ANDERSON COUNTY, TX",TX,2012,2,1008.0
"ANDERSON COUNTY, TX",TX,2012,3,990.0
"ANDERSON COUNTY, TX",TX,2012,4,903.0
"ANDERSON COUNTY, TX",TX,2012,5,948.0
"ANDERSON COUNTY, TX",TX,2012,6,840.0
"ANDERSON COUNTY, TX",TX,2012,7,899.0
"ANDERSON COUNTY, TX",TX,2012,8,981.0
"ANDERSON COUNTY, TX",TX,2012,9,861.0
"ANDERSON COUNTY, TX",TX,2012,10,1146.0
"ANDERSON COUNTY, TX",TX,2012,11,1250.0
"ANDERSON COUNTY, TX",TX,2012,12,1109.0
"ANDREWS COUNTY, TX",TX,2006,1,15.0
"ANDREWS COUNTY, TX",TX,2006,2,59.0
"ANDREWS COUNTY, TX",TX,2006,3,69.0
"ANDREWS COUNTY, TX",TX,2006,4,65.0
"ANDREWS COUNTY, TX",TX,2006,5,67.0
"ANDREWS COUNTY, TX",TX,2006,6,74.0
"ANDREWS COUNTY, TX",TX,2006,7,69.0
"ANDREWS COUNTY, TX",TX,2006,8,82.0
"ANDREWS COUNTY, TX",TX,2006,9,68.0
"ANDREWS COUNTY, TX",TX,2006,10,79.0
"ANDREWS COUNTY, TX",TX,2006,11,92.0
"ANDREWS COUNTY, TX",TX,2006,12,63.0
"ANDREWS COUNTY, TX",TX,2007,1,10.0
"ANDREWS COUNTY, TX",TX,2007,2,77.0
"ANDREWS COUNTY, TX",TX,2007,3,77.0
"ANDREWS COUNTY, TX",TX,2007,4,68.0
"ANDREWS COUNTY, TX",TX,2007,5,64.0
"ANDREWS COUNTY, TX",TX,2007,6,60.0
"ANDREWS COUNTY, TX",TX,2007,7,66.0
"ANDREWS COUNTY, TX",TX,2007,8,66.0
"ANDREWS COUNTY, TX",TX,2007,9,76.0
"ANDREWS COUNTY, TX",TX,2007,10,106.0
"ANDREWS COUNTY, TX",TX,2007,11,93.0
"ANDREWS COUNTY, TX",TX,2007,12,95.0
"ANDREWS COUNTY, TX",TX,2008,1,14.0
"ANDREWS COUNTY, TX",TX,2008,2,75.0
"ANDREWS COUNTY, TX",TX,2008,3,74.0
"ANDREWS COUNTY, TX",TX,2008,4,73.0
"ANDREWS COUNTY, TX",TX,2008,5,78.0
"ANDREWS COUNTY, TX",TX,2008,6,76.0
"ANDREWS COUNTY, TX",TX,2008,7,85.0
"ANDREWS COUNTY, TX",TX,2008,8,65.0
"ANDREWS COUNTY, TX",TX,2008,9,83.0
"ANDREWS COUNTY, TX",TX,2008,10,107.0
"ANDREWS COUNTY, TX",TX,2008,11,99.0
"ANDREWS COUNTY, TX",TX,2008,12,101.0
"ANDREWS COUNTY, TX",TX,2009,1,10.0
"ANDREWS COUNTY, TX",TX,2009,2,81.0
"ANDREWS COUNTY, TX",TX,2009,3,110.0
"ANDREWS COUNTY, TX",TX,2009,4,101.0
"ANDREWS COUNTY, TX",TX,2009,5,81.0
"ANDREWS COUNTY, TX",TX,2009,6,120.0
"ANDREWS COUNTY, TX",TX,2009,7,99.0
"ANDREWS COUNTY, TX",TX,2009,8,79.0
"ANDREWS COUNTY, TX",TX,2009,9,109.0
"ANDREWS COUNTY, TX",TX,2009,10,142.0
"ANDREWS COUNTY, TX",TX,2009,11,160.0
"ANDREWS COUNTY, TX",TX,2009,12,183.0
"ANDREWS COUNTY, TX",TX,2010,1,3.0
"ANDREWS COUNTY, TX",TX,2010,2,142.0
"ANDREWS COUNTY, TX",TX,2010,3,137.0
"ANDREWS COUNTY, TX",TX,2010,4,89.0
"ANDREWS COUNTY, TX",TX,2010,5,84.0
"ANDREWS COUNTY, TX",TX,2010,6,118.0
"ANDREWS COUNTY, TX",TX,2010,7,120.0
"ANDREWS COUNTY, TX",TX,2010,8,139.0
"ANDREWS COUNTY, TX",TX,2010,9,140.0
"ANDREWS COUNTY, TX",TX,2010,10,153.0
"ANDREWS COUNTY, TX",TX,2010,11,187.0
"ANDREWS COUNTY, TX",TX,2010,12,181.0
"ANDREWS COUNTY, TX",TX,2011,1,12.0
"ANDREWS COUNTY, TX",TX,2011,2,144.0
"ANDREWS COUNTY, TX",TX,2011,3,179.0
"ANDREWS COUNTY, TX",TX,2011,4,176.0
"ANDREWS COUNTY, TX",TX,2011,5,123.0
"ANDREWS COUNTY, TX",TX,2011,6,154.0
"ANDREWS COUNTY, TX",TX,2011,7,116.0
"ANDREWS COUNTY, TX",TX,2011,8,202.0
"ANDREWS COUNTY, TX",TX,2011,9,149.0
"ANDREWS COUNTY, TX",TX,2011,10,173.0
"ANDREWS COUNTY, TX",TX,2011,11,255.0
"ANDREWS COUNTY, TX",TX,2011,12,216.0
"ANDREWS COUNTY, TX",TX,2012,1,24.0
"ANDREWS COUNTY, TX",TX,2012,2,135.0
"ANDREWS COUNTY, TX",TX,2012,3,121.0
"ANDREWS COUNTY, TX",TX,2012,4,135.0
"ANDREWS COUNTY, TX",TX,2012,5,170.0
"ANDREWS COUNTY, TX",TX,2012,6,162.0
"ANDREWS COUNTY, TX",TX,2012,7,146.0
"ANDREWS COUNTY, TX",TX,2012,8,199.0
"ANDREWS COUNTY, TX",TX,2012,9,160.0
